date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change,hour,dow,is_weekend
2025-09-27 21:31:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 21:36:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 21:41:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 21:46:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 21:51:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 21:56:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,21,5,1
2025-09-27 22:01:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:06:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:11:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:16:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:21:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:26:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:31:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:36:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:41:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:46:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:51:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 22:56:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,22,5,1
2025-09-27 23:01:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,23,5,1
2025-09-27 23:06:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,23,5,1
2025-09-27 23:11:35+02:00,51d4b4f2-a095-1aa0-e100-80009459e03a,1.579,1.709,1.649,0.0,1.0,1.0,23,5,1
